sku_id,description,selected_model,model_family,selection_observations
23217,LAUREL HEART ANTIQUE SILVER,weekday_seasonal_mean,statistical,14
23220,REINDEER HEART DECORATION GOLD,gru,deep_learning,14
23221,REINDEER HEART DECORATION SILVER,lightgbm,machine_learning,14
23222,CHRISTMAS TREE HANGING GOLD,weekday_seasonal_mean,statistical,14
23223,CHRISTMAS TREE HANGING SILVER,gru,deep_learning,14
23224,CHERUB HEART DECORATION GOLD,seasonal_naive_lag_7,statistical,14
23225,CHERUB HEART DECORATION SILVER,weekday_seasonal_mean,statistical,14
23226,FILIGREE HEART DAISY WHITE,weekday_seasonal_mean,statistical,14
23227,FILIGREE HEART BUTTERFLY WHITE,weekday_seasonal_mean,statistical,14
23228,FILIGREE HEART BIRD WHITE,weekday_seasonal_mean,statistical,14
23229,VINTAGE DONKEY TAIL GAME,gru,deep_learning,14
23230,WRAP ALPHABET DESIGN,weekday_seasonal_mean,statistical,14
23231,WRAP VINTAGE DOILY,lightgbm,machine_learning,14
23232,WRAP VINTAGE LEAF DESIGN,weekday_seasonal_mean,statistical,14
23233,WRAP POPPIES DESIGN,lightgbm,machine_learning,14
23234,BISCUIT TIN VINTAGE CHRISTMAS,naive_lag_1,statistical,14
23235,STORAGE TIN VINTAGE LEAF,lstm,deep_learning,14
23236,STORAGE TIN VINTAGE DOILY,weekday_seasonal_mean,statistical,14
23237,SET OF 4 KNICK KNACK TINS LEAF,weekday_seasonal_mean,statistical,14
23238,SET OF 4 KNICK KNACK TINS LONDON,gru,deep_learning,14
23239,SET OF 4 KNICK KNACK TINS POPPIES,weekday_seasonal_mean,statistical,14
23240,SET OF 4 KNICK KNACK TINS DOILY,lightgbm,machine_learning,14
23241,TREASURE TIN GYMKHANA DESIGN,weekday_seasonal_mean,statistical,14
23242,TREASURE TIN BUFFALO BILL,weekday_seasonal_mean,statistical,14
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,weekday_seasonal_mean,statistical,14
23244,ROUND STORAGE TIN VINTAGE LEAF,seasonal_naive_lag_7,statistical,14
23245,SET OF 3 REGENCY CAKE TINS,lightgbm,machine_learning,14
23247,BISCUIT TIN 50'S CHRISTMAS,lstm,deep_learning,14
23249,VINTAGE RED ENAMEL TRIM PLATE,lstm,deep_learning,14
23250,VINTAGE RED TRIM ENAMEL BOWL,weekday_seasonal_mean,statistical,14
23251,VINTAGE RED ENAMEL TRIM MUG,weekday_seasonal_mean,statistical,14
23252,VINTAGE RED ENAMEL TRIM JUG,weekday_seasonal_mean,statistical,14
23253,16 PIECE CUTLERY SET PANTRY DESIGN,seasonal_naive_lag_7,statistical,14
23254,CHILDRENS CUTLERY DOLLY GIRL,weekday_seasonal_mean,statistical,14
23255,CHILDRENS CUTLERY CIRCUS PARADE,naive_lag_1,statistical,14
23256,CHILDRENS CUTLERY SPACEBOY,gru,deep_learning,14
23263,SET OF 3 WOODEN HEART DECORATIONS,lightgbm,machine_learning,14
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,xgboost,machine_learning,14
23265,SET OF 3 WOODEN TREE DECORATIONS,xgboost,machine_learning,14
23266,SET OF 3 WOODEN STOCKING DECORATION,xgboost,machine_learning,14
23267,SET OF 4 SANTA PLACE SETTINGS,gru,deep_learning,14
23268,UNKNOWN,lstm,deep_learning,14
23269,SET OF 2 CERAMIC CHRISTMAS TREES,weekday_seasonal_mean,statistical,14
23270,SET OF 2 CERAMIC PAINTED HEARTS,weekday_seasonal_mean,statistical,14
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,lightgbm,machine_learning,14
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,weekday_seasonal_mean,statistical,14
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,weekday_seasonal_mean,statistical,14
23275,SET OF 3 HANGING OWLS OLLIE BEAK,lightgbm,machine_learning,14
23280,FOLDING BUTTERFLY MIRROR HOT PINK,weekday_seasonal_mean,statistical,14
23281,FOLDING BUTTERFLY MIRROR RED,lstm,deep_learning,14
23282,FOLDING BUTTERFLY MIRROR IVORY,weekday_seasonal_mean,statistical,14
23283,DOORMAT VINTAGE LEAF,weekday_seasonal_mean,statistical,14
23284,DOORMAT KEEP CALM AND COME IN,weekday_seasonal_mean,statistical,14
23285,PINK VINTAGE SPOT BEAKER,lstm,deep_learning,14
23286,BLUE VINTAGE SPOT BEAKER,lstm,deep_learning,14
23287,RED VINTAGE SPOT BEAKER,lstm,deep_learning,14
23288,GREEN VINTAGE SPOT BEAKER,lstm,deep_learning,14
23289,DOLLY GIRL CHILDRENS BOWL,xgboost,machine_learning,14
23290,SPACEBOY CHILDRENS BOWL,weekday_seasonal_mean,statistical,14
23291,DOLLY GIRL CHILDRENS CUP,xgboost,machine_learning,14
23292,SPACEBOY CHILDRENS CUP,lightgbm,machine_learning,14
23293,SET OF 12 FAIRY CAKE BAKING CASES,xgboost,machine_learning,14
23294,SET OF 6 SNACK LOAF BAKING CASES,weekday_seasonal_mean,statistical,14
23295,SET OF 12 MINI LOAF BAKING CASES,xgboost,machine_learning,14
23296,SET OF 6 TEA TIME BAKING CASES,seasonal_naive_lag_7,statistical,14
23297,SET 40 HEART SHAPE PETIT FOUR CASES,lstm,deep_learning,14
23298,SPOTTY BUNTING,weekday_seasonal_mean,statistical,14
23299,FOOD COVER WITH BEADS SET 2,lstm,deep_learning,14
23300,GARDENERS KNEELING PAD CUP OF TEA,gru,deep_learning,14
23301,GARDENERS KNEELING PAD KEEP CALM,moving_average_7,statistical,14
23302,KNEELING MAT HOUSEWORK DESIGN,weekday_seasonal_mean,statistical,14
23306,SET OF 36 PANTRY PAPER DOILIES,lstm,deep_learning,14
23307,SET OF 60 PANTRY DESIGN CAKE CASES,weekday_seasonal_mean,statistical,14
23308,SET OF 60 VINTAGE LEAF CAKE CASES,weekday_seasonal_mean,statistical,14
23309,SET OF 60 I LOVE LONDON CAKE CASES,weekday_seasonal_mean,statistical,14
23310,BUBBLEGUM RING ASSORTED,seasonal_naive_lag_7,statistical,14
23311,VINTAGE CHRISTMAS STOCKING,moving_average_7,statistical,14
23312,VINTAGE CHRISTMAS GIFT SACK,lstm,deep_learning,14
23313,VINTAGE CHRISTMAS BUNTING,xgboost,machine_learning,14
23314,VINTAGE CHRISTMAS TABLECLOTH,seasonal_naive_lag_7,statistical,14
23315,IVORY REFECTORY CLOCK,naive_lag_1,statistical,14
23316,RED REFECTORY CLOCK,weekday_seasonal_mean,statistical,14
23317,BLUE REFECTORY CLOCK,naive_lag_1,statistical,14
23318,BOX OF 6 MINI VINTAGE CRACKERS,gru,deep_learning,14
23319,BOX OF 6 MINI 50'S CRACKERS,gru,deep_learning,14
23320,GIANT 50'S CHRISTMAS CRACKER,lstm,deep_learning,14
23321,SMALL WHITE HEART OF WICKER,lightgbm,machine_learning,14
23322,LARGE WHITE HEART OF WICKER,lightgbm,machine_learning,14
23323,WHITE WICKER STAR,xgboost,machine_learning,14
23324,RUSTIC STRAWBERRY JAM POT LARGE,weekday_seasonal_mean,statistical,14
23326,HANGING MINI COLOURED BOTTLES,lstm,deep_learning,14
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,lightgbm,machine_learning,14
23329,DECORATIVE WICKER HEART LARGE,lightgbm,machine_learning,14
23330,DECORATIVE WICKER HEART MEDIUM,xgboost,machine_learning,14
23331,DECORATIVE WICKER HEART SMALL,lightgbm,machine_learning,14
23332,IVORY WICKER HEART LARGE,lightgbm,machine_learning,14
23333,IVORY WICKER HEART MEDIUM,lightgbm,machine_learning,14
23334,IVORY WICKER HEART SMALL,gru,deep_learning,14
23335,EGG FRYING PAN IVORY,weekday_seasonal_mean,statistical,14
23336,EGG FRYING PAN PINK,gru,deep_learning,14
23337,EGG FRYING PAN MINT,seasonal_naive_lag_7,statistical,14
23338,EGG FRYING PAN RED,gru,deep_learning,14
23339,EGG FRYING PAN BLUE,gru,deep_learning,14
23340,VINTAGE CHRISTMAS CAKE FRILL,weekday_seasonal_mean,statistical,14
23341,PINK DINER WALL CLOCK,weekday_seasonal_mean,statistical,14
23342,MINT DINER WALL CLOCK,lightgbm,machine_learning,14
23343,JUMBO BAG VINTAGE CHRISTMAS,weekday_seasonal_mean,statistical,14
23344,JUMBO BAG 50'S CHRISTMAS,lightgbm,machine_learning,14
23345,DOLLY GIRL BEAKER,weekday_seasonal_mean,statistical,14
23346,SPACEBOY BEAKER,weekday_seasonal_mean,statistical,14
23347,I LOVE LONDON BEAKER,weekday_seasonal_mean,statistical,14
23348,UNKNOWN,weekday_seasonal_mean,statistical,14
23349,ROLL WRAP VINTAGE CHRISTMAS,gru,deep_learning,14
23350,ROLL WRAP VINTAGE SPOT,gru,deep_learning,14
23351,ROLL WRAP 50'S CHRISTMAS,xgboost,machine_learning,14
23352,ROLL WRAP 50'S RED CHRISTMAS,gru,deep_learning,14
23353,6 GIFT TAGS VINTAGE CHRISTMAS,gru,deep_learning,14
23354,6 GIFT TAGS 50'S CHRISTMAS,gru,deep_learning,14
23355,HOT WATER BOTTLE KEEP CALM,seasonal_naive_lag_7,statistical,14
23356,LOVE HOT WATER BOTTLE,xgboost,machine_learning,14
23357,HOT WATER BOTTLE SEX BOMB,moving_average_7,statistical,14
23358,HOT STUFF HOT WATER BOTTLE,lstm,deep_learning,14
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,lightgbm,machine_learning,14
23360,SET 8 CANDLES VINTAGE DOILY,weekday_seasonal_mean,statistical,14
23365,SET 12 COLOUR PENCILS LOVE LONDON,lightgbm,machine_learning,9
23366,SET 12 COLOURING PENCILS DOILY,gru,deep_learning,9
23367,SET 12 COLOUR PENCILS SPACEBOY,lightgbm,machine_learning,9
23368,SET 12 COLOUR PENCILS DOLLY GIRL,xgboost,machine_learning,9
23369,SET 36 COLOUR PENCILS LOVE LONDON,lightgbm,machine_learning,9
23370,SET 36 COLOURING PENCILS DOILY,weekday_seasonal_mean,statistical,9
23371,SET 36 COLOUR PENCILS SPACEBOY,xgboost,machine_learning,9
23372,SET 36 COLOUR PENCILS DOLLY GIRL,xgboost,machine_learning,9
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,weekday_seasonal_mean,statistical,14
23374,RED SPOT PAPER GIFT BAG,lightgbm,machine_learning,14
23375,50'S CHRISTMAS PAPER GIFT BAG,weekday_seasonal_mean,statistical,14
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,lightgbm,machine_learning,14
23377,PACK OF 12 DOLLY GIRL TISSUES,gru,deep_learning,14
23378,PACK OF 12 50'S CHRISTMAS TISSUES,seasonal_naive_lag_7,statistical,14
23379,PACK OF 12 RED APPLE TISSUES,weekday_seasonal_mean,statistical,14
23380,PACK OF 12 VINTAGE DOILY TISSUES,weekday_seasonal_mean,statistical,14
23381,PACK OF 12 VINTAGE LEAF TISSUES,lstm,deep_learning,14
23388,WOODLAND MINI BACKPACK,lightgbm,machine_learning,14
23389,SPACEBOY MINI BACKPACK,lightgbm,machine_learning,14
23390,DOLLY GIRL MINI BACKPACK,gru,deep_learning,14
23391,I LOVE LONDON MINI BACKPACK,weekday_seasonal_mean,statistical,14
23392,SPACEBOY ROCKET LOLLY MAKERS,lightgbm,machine_learning,14
23393,HOME SWEET HOME CUSHION COVER,gru,deep_learning,14
23394,POSTE FRANCE CUSHION COVER,lstm,deep_learning,14
23395,BELLE JARDINIERE CUSHION COVER,lightgbm,machine_learning,14
23396,LE JARDIN BOTANIQUE CUSHION COVER,gru,deep_learning,14
23397,FOOT STOOL HOME SWEET HOME,lstm,deep_learning,14
23398,HANGING HEART BONHEUR,weekday_seasonal_mean,statistical,14
23399,HOME SWEET HOME HANGING HEART,lightgbm,machine_learning,14
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,seasonal_naive_lag_7,statistical,14
23401,RUSTIC MIRROR WITH LACE HEART,seasonal_naive_lag_7,statistical,14
23402,HOME SWEET HOME 3 PEG HANGER,weekday_seasonal_mean,statistical,14
23403,LETTER HOLDER HOME SWEET HOME,moving_average_7,statistical,14
23404,HOME SWEET HOME BLACKBOARD,moving_average_7,statistical,14
23405,HOME SWEET HOME 2 DRAWER CABINET,seasonal_naive_lag_7,statistical,14
23406,UNKNOWN,gru,deep_learning,14
23407,SET OF 2 TRAYS HOME SWEET HOME,lstm,deep_learning,14
23408,PHOTO FRAME LINEN AND LACE SMALL,seasonal_naive_lag_7,statistical,14
23411,TRELLIS COAT RACK,weekday_seasonal_mean,statistical,14
23414,ZINC BOX SIGN HOME,weekday_seasonal_mean,statistical,14
23418,LAVENDER TOILETTE BOTTLE,weekday_seasonal_mean,statistical,14
23419,HOME SWEET HOME BOTTLE,weekday_seasonal_mean,statistical,14
23423,PANTRY 3 HOOK ROLLING PIN HANGER,weekday_seasonal_mean,statistical,14
23424,GINGHAM RECIPE BOOK BOX,naive_lag_1,statistical,14
23426,METAL SIGN DROP YOUR PANTS,lstm,deep_learning,14
23427,STOOL HOME SWEET HOME,naive_lag_1,statistical,14
23431,NATURAL HANGING QUILTED HEARTS,lstm,deep_learning,14
23432,PRETTY HANGING QUILTED HEARTS,weekday_seasonal_mean,statistical,14
23433,HANGING QUILTED PATCHWORK APPLES,lightgbm,machine_learning,14
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,xgboost,machine_learning,14
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,seasonal_naive_lag_7,statistical,14
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,lightgbm,machine_learning,14
23437,50'S CHRISTMAS GIFT BAG LARGE,gru,deep_learning,14
23438,RED SPOT GIFT BAG LARGE,weekday_seasonal_mean,statistical,14
23439,HAND WARMER RED LOVE HEART,xgboost,machine_learning,14
23444,Next Day Carriage,lightgbm,machine_learning,14
23445,ICE CREAM BUBBLES,seasonal_naive_lag_7,statistical,14
23461,SWEETHEART BIRD HOUSE,gru,deep_learning,2
23493,VINTAGE DOILY TRAVEL SEWING KIT,xgboost,machine_learning,9
23494,VINTAGE DOILY DELUXE SEWING KIT,gru,deep_learning,6
23502,PLAYING CARDS VINTAGE DOILY,weekday_seasonal_mean,statistical,9
23503,PLAYING CARDS KEEP CALM & CARRY ON,xgboost,machine_learning,9
23504,PLAYING CARDS JUBILEE UNION JACK,seasonal_naive_lag_7,statistical,9
23505,PLAYING CARDS I LOVE LONDON,weekday_seasonal_mean,statistical,9
23506,MINI PLAYING CARDS SPACEBOY,seasonal_naive_lag_7,statistical,9
23507,MINI PLAYING CARDS BUFFALO BILL,gru,deep_learning,9
23508,MINI PLAYING CARDS DOLLY GIRL,lstm,deep_learning,9
23510,MINI PLAYING CARDS GYMKHANA,weekday_seasonal_mean,statistical,9
23511,EMBROIDERED RIBBON REEL EMILY,naive_lag_1,statistical,9
23513,EMBROIDERED RIBBON REEL SUSIE,naive_lag_1,statistical,9
23514,EMBROIDERED RIBBON REEL SALLY,lightgbm,machine_learning,9
23515,EMBROIDERED RIBBON REEL DAISY,naive_lag_1,statistical,9
23517,EMBROIDERED RIBBON REEL REBECCA,weekday_seasonal_mean,statistical,9
23545,WRAP RED VINTAGE DOILY,lightgbm,machine_learning,14
23546,WRAP PAISLEY PARK,lightgbm,machine_learning,14
23547,WRAP FLOWER SHOP,weekday_seasonal_mean,statistical,14
23549,WRAP BIRD GARDEN,lstm,deep_learning,14
23550,WRAP ALPHABET POSTER,naive_lag_1,statistical,14
23551,PACK OF 12 PAISLEY PARK TISSUES,weekday_seasonal_mean,statistical,14
23559,WOODLAND BUNNIES LOLLY MAKERS,weekday_seasonal_mean,statistical,14
35001G,HAND OPEN SHAPE GOLD,lstm,deep_learning,14
35001W,HAND OPEN SHAPE DECO.WHITE,moving_average_7,statistical,14
35004B,SET OF 3 BLACK FLYING DUCKS,lstm,deep_learning,14
35004C,SET OF 3 COLOURED FLYING DUCKS,moving_average_7,statistical,14
35004G,SET OF 3 GOLD FLYING DUCKS,seasonal_naive_lag_7,statistical,14
35004P,UNKNOWN,moving_average_7,statistical,14
35015,JACOBS LADDER SMALL,moving_average_7,statistical,14
35095A,BLUE VICTORIAN FABRIC OVAL BOX,weekday_seasonal_mean,statistical,14
35095B,RED VICTORIAN FABRIC OVAL BOX,lstm,deep_learning,14
35096A,UNKNOWN,moving_average_7,statistical,14
35160,UNKNOWN,moving_average_7,statistical,14
35240,UNKNOWN,moving_average_7,statistical,14
35241,ENAMEL BLUE RIM BISCUIT BIN,moving_average_7,statistical,14
35400,WOODEN BOX ADVENT CALENDAR,seasonal_naive_lag_7,statistical,14
35471A,SET OF 3 BIRD L.BLUE FEATHER,moving_average_7,statistical,14
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,lightgbm,machine_learning,14
35594,WOODEN CHRISTMAS TREE 3 HANGING,moving_average_7,statistical,14
35598B,BLACK CHRISTMAS TREE 60CM,lstm,deep_learning,14
35598D,PINK/WHITE CHRISTMAS TREE 60CM,lstm,deep_learning,14
35599B,BLACK CHRISTMAS TREE 120CM,weekday_seasonal_mean,statistical,14
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,weekday_seasonal_mean,statistical,14
35607A,UNKNOWN,moving_average_7,statistical,14
35637A,IVORY STRING CURTAIN WITH POLE,seasonal_naive_lag_7,statistical,14
35645,VINTAGE BEAD PINK JEWEL BOX,moving_average_7,statistical,14
35646,VINTAGE BEAD PINK EVENING BAG,seasonal_naive_lag_7,statistical,14
35647,VINTAGE BEAD PINK SHADE,moving_average_7,statistical,14
35648,VINTAGE BEAD PINK PURSE,weekday_seasonal_mean,statistical,14
35649,VINTAGE BEAD COSMETIC BAG,lstm,deep_learning,14
35651,VINTAGE BEAD PINK SCARF,naive_lag_1,statistical,14
35653,VINTAGE BEAD NOTEBOOK,moving_average_7,statistical,14
35809A,ENAMEL PINK TEA CONTAINER,moving_average_7,statistical,14
35810A,ENAMEL PINK COFFEE CONTAINER,moving_average_7,statistical,14
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,seasonal_naive_lag_7,statistical,14
35811A,UNKNOWN,moving_average_7,statistical,14
35832,UNKNOWN,moving_average_7,statistical,14
35833P,4 PINK FLOCK CHRISTMAS BALLS,weekday_seasonal_mean,statistical,14
35911A,MULTICOLOUR RABBIT EGG WARMER,moving_average_7,statistical,14
35914,UNKNOWN,moving_average_7,statistical,14
35915B,BLUE KNITTED HEN,moving_average_7,statistical,14
35915C,UNKNOWN,moving_average_7,statistical,14
35916A,YELLOW FELT HANGING HEART W FLOWER,moving_average_7,statistical,14
35916B,BLUE FELT HANGING HEART WITH FLOWER,moving_average_7,statistical,14
35916C,PINK FELT HANGING HEART W FLOWER,moving_average_7,statistical,14
35921,EASTER BUNNY HANGING GARLAND,moving_average_7,statistical,14
35922,EASTER BUNNY WREATH,moving_average_7,statistical,14
35923,CANDY HEART HANGING DECORATION,lstm,deep_learning,14
35924,HANGING FAIRY CAKE DECORATION,lstm,deep_learning,14
35951,UNKNOWN,moving_average_7,statistical,14
35953,FOLKART STAR CHRISTMAS DECORATIONS,moving_average_7,statistical,14
35954,check,naive_lag_1,statistical,14
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,moving_average_7,statistical,14
35958,UNKNOWN,moving_average_7,statistical,14
35961,FOLKART ZINC HEART CHRISTMAS DEC,lightgbm,machine_learning,14
35962,UNKNOWN,moving_average_7,statistical,14
35964,FOLKART CLIP ON STARS,lightgbm,machine_learning,14
35965,FOLKART HEART NAPKIN RINGS,lstm,deep_learning,14
35967,FOLK ART METAL STAR T-LIGHT HOLDER,weekday_seasonal_mean,statistical,14
35968,check,moving_average_7,statistical,14
35969,FOLKART CROWN TABLE DECORATIONS,moving_average_7,statistical,14
35970,ZINC FOLKART SLEIGH BELLS,xgboost,machine_learning,14
35971,ROSE FOLKART HEART DECORATIONS,gru,deep_learning,14
35972,DAISY FOLKART HEART DECORATION,naive_lag_1,statistical,14
35981C,WHITE SNOW SCANDINAVIAN STOCKING,moving_average_7,statistical,14
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,moving_average_7,statistical,14
37327,adjustment,lstm,deep_learning,14
37333,"RETRO ""TEA FOR ONE""",moving_average_7,statistical,14
37340,MULTICOLOUR SPRING FLOWER MUG,gru,deep_learning,14
37342,UNKNOWN,moving_average_7,statistical,14
37343,POLKADOT MUG PINK,moving_average_7,statistical,14
37370,RETRO COFFEE MUGS ASSORTED,lstm,deep_learning,14
37413,ICON MUG REVOLUTIONARY,lstm,deep_learning,14
37422,WHITE WITH BLACK CATS BOWL,moving_average_7,statistical,14
37423,WHITE WITH BLACK CATS PLATE,moving_average_7,statistical,14
37424,WHITE WITH BLACK CATS MUG,moving_average_7,statistical,14
37441,UNKNOWN,moving_average_7,statistical,14
37444A,UNKNOWN,moving_average_7,statistical,14
37444C,UNKNOWN,moving_average_7,statistical,14
37446,MINI CAKE STAND WITH HANGING CAKES,lstm,deep_learning,14
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,lstm,deep_learning,14
37448,CERAMIC CAKE DESIGN SPOTTED MUG,lstm,deep_learning,14
37449,CERAMIC CAKE STAND + HANGING CAKES,lstm,deep_learning,14
37450,CERAMIC CAKE BOWL + HANGING CAKES,lstm,deep_learning,14
37461,UNKNOWN,moving_average_7,statistical,14
37462B,"PET MUG, BUDGIE",moving_average_7,statistical,14
37464,ROBOT MUG IN DISPLAY BOX,moving_average_7,statistical,14
37467,UNKNOWN,moving_average_7,statistical,14
37474,UNKNOWN,moving_average_7,statistical,14
37475,SET/4 COLOURFUL MIXING BOWLS,weekday_seasonal_mean,statistical,14
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,moving_average_7,statistical,14
37479B,UNKNOWN,moving_average_7,statistical,14
37479P,CUBIC MUG FLOCK PINK ON BROWN,naive_lag_1,statistical,14
37482P,CUBIC MUG PINK POLKADOT,moving_average_7,statistical,14
37492B,BLUE YELLOW FLOWER PIGGY BANK,moving_average_7,statistical,14
37494A,FAIRY CAKE CERAMIC BUTTER DISH,moving_average_7,statistical,14
37495,FAIRY CAKE BIRTHDAY CANDLE SET,naive_lag_1,statistical,14
37500,TEA TIME TEAPOT IN GIFT BOX,seasonal_naive_lag_7,statistical,14
37501,UNKNOWN,moving_average_7,statistical,14
37502,TEA TIME MUG IN GIFT BOX,moving_average_7,statistical,14
37503,TEA TIME CAKE STAND IN GIFT BOX,moving_average_7,statistical,14
37508,NEW ENGLAND CERAMIC CAKE SERVER,moving_average_7,statistical,14
40001,WHITE BAMBOO RIBS LAMPSHADE,lstm,deep_learning,14
40003,WHITE BAMBOO RIBS LAMPSHADE,moving_average_7,statistical,14
40016,CHINESE DRAGON PAPER LANTERNS,moving_average_7,statistical,14
40018E,UNKNOWN,moving_average_7,statistical,14
40018F,CHERRY DESIGN PAPERLANTERNS,moving_average_7,statistical,14
40046A,RED DAISY PAPER LAMPSHADE,moving_average_7,statistical,14
44230,SQUARE MIRROR CURTAIN,moving_average_7,statistical,14
44234,ASSORTED CIRCULAR MOBILE,seasonal_naive_lag_7,statistical,14
45008C,DECORATIVE NET CANOPY CREAM,moving_average_7,statistical,14
46000M,POLYESTER FILLER PAD 45x45cm,lstm,deep_learning,14
46000P,POLYESTER FILLER PAD 65CMx65CM,moving_average_7,statistical,14
46000R,POLYESTER FILLER PAD 45x30cm,naive_lag_1,statistical,14
46000S,POLYESTER FILLER PAD 40x40cm,lstm,deep_learning,14
46000U,POLYESTER FILLER PAD 30CMx30CM,moving_average_7,statistical,14
46118,FUNKY MONKEY CUSHION COVER,weekday_seasonal_mean,statistical,14
46126A,ELVIS WALLHANGING / CURTAIN,moving_average_7,statistical,14
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,lstm,deep_learning,14
46775E,CANDY POP CHUNKY KNITTED THROW,moving_average_7,statistical,14
46776A,WOVEN BUBBLE GUM CUSHION COVER,seasonal_naive_lag_7,statistical,14
46776B,WOVEN BERRIES CUSHION COVER,weekday_seasonal_mean,statistical,14
46776C,WOVEN FROST CUSHION COVER,weekday_seasonal_mean,statistical,14
46776D,WOVEN SUNSET CUSHION COVER,weekday_seasonal_mean,statistical,14
46776E,WOVEN CANDY CUSHION COVER,seasonal_naive_lag_7,statistical,14
46776F,WOVEN ROSE GARDEN CUSHION COVER,weekday_seasonal_mean,statistical,14
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,moving_average_7,statistical,14
47310M,SMALL POP BOX FUNKY MONKEY,weekday_seasonal_mean,statistical,14
47367B,PAIR PADDED HANGERS PINK CHECK,moving_average_7,statistical,14
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,lstm,deep_learning,14
47422,ASSORTED MONKEY SUCTION CUP HOOK,lstm,deep_learning,14
47471,RAINBOW PEGS PHOTO CLIP STRING,seasonal_naive_lag_7,statistical,14
47480,HANGING PHOTO CLIP ROPE LADDER,weekday_seasonal_mean,statistical,14
47481,50CM METAL STRING WITH 7 CLIPS,moving_average_7,statistical,14
47502,POLKADOT CUTLERY 24 PCS IN TRAY,moving_average_7,statistical,14
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,weekday_seasonal_mean,statistical,14
47503H,ASS FLORAL PRINT SPIRIT LEVEL,weekday_seasonal_mean,statistical,14
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,moving_average_7,statistical,14
47503K,ASSORTED FLORAL SECATEURS,moving_average_7,statistical,14
47504E,ENGLISH ROSE SCISSORS,moving_average_7,statistical,14
47504G,ENGLISH ROSE TAPE MEASURE,moving_average_7,statistical,14
